,ts_ext,row,col
0,8045762,306,98
1,8684947,306,98
2,11130939,306,98
3,11429350,306,98
4,12871466,306,98
5,15268784,306,98
6,15542570,306,98
7,16217051,306,98
8,16695603,306,98
9,18073220,306,98
10,18115845,306,98
11,18884450,306,98
12,19381793,306,98
13,21297130,306,98
14,22896586,306,98
15,22912519,306,98
16,23401417,306,98
17,24543996,306,98
18,24807661,306,98
19,24988777,281,210
20,25009397,109,329
21,25009456,109,329
22,25026174,318,422
23,25038295,105,352
24,25054701,99,391
25,25054702,99,392
26,25059113,386,181
27,25180426,11,95
28,25188497,29,232
29,25192720,186,275
30,25192887,333,460
31,25192900,333,460
32,25200961,197,311
33,25201226,192,367
34,25205245,125,115
35,25217309,288,263
36,25225704,332,250
37,25226006,1,336
38,25230131,336,128
39,25238019,202,374
40,25238241,325,395
41,25238255,275,310
42,25238305,275,310
43,25246565,360,310
44,25250367,10,132
45,25250403,10,132
46,25380105,341,180
47,25380127,341,180
48,25380180,341,180
49,25397129,103,15
50,25400758,109,315
51,25400804,109,315
52,25404980,105,220
53,25409069,234,190
54,25409096,234,189
55,25409104,234,190
56,25413326,123,300
57,25417014,138,230
58,25417046,138,230
59,25417546,109,329
60,25417598,109,329
61,25421195,364,388
62,25429680,109,329
63,25429729,109,329
64,25559426,314,395
65,25559454,314,395
66,25559457,314,396
67,25575832,390,332
68,25588412,40,184
69,25588420,40,183
70,25588515,139,154
71,25600485,255,249
72,25600520,255,249
73,25600626,306,302
74,25604766,123,168
75,25613023,109,329
76,25613024,263,337
77,25613073,109,329
78,25613081,190,178
79,25613388,207,153
80,25621169,109,329
81,25621209,109,329
82,25624780,284,22
83,25641424,279,39
84,25641479,66,91
85,25641543,97,106
86,25645808,269,428
87,25645870,269,428
88,25755345,306,98
89,25767483,15,465
90,25804554,144,235
91,25805127,84,86
92,25808463,35,196
93,25808598,275,254
94,25808616,275,254
95,25808675,275,254
96,25808701,367,183
97,25813119,7,105
98,25817191,299,231
99,25817218,299,231
100,25817297,371,388
101,25817322,371,388
102,25820846,148,396
103,25820875,148,396
104,25832949,196,9
105,25841871,358,188
106,25841898,358,188
107,25950721,417,384
108,25950750,417,384
109,25967444,182,454
110,25973483,306,98
111,25975739,305,411
112,25979745,192,98
113,25980122,192,67
114,25983548,343,198
115,25987829,44,186
116,25987860,44,185
117,25987863,44,186
118,25991766,304,218
119,25992380,72,405
120,25995970,95,369
121,25996750,334,68
122,26008272,178,179
123,26012736,210,232
124,26012764,210,232
125,26016619,193,132
126,26020730,245,392
127,26020789,245,392
128,26041331,12,126
129,26049484,146,121
130,26049757,101,118
131,26049784,101,117
132,26049791,101,118
133,26155003,219,7
134,26155022,167,79
135,26162886,411,232
136,26167157,243,437
137,26179487,321,178
138,26187776,184,259
139,26196238,83,144
140,26196258,83,144
141,26196309,83,144
142,26199917,66,216
143,26199952,66,216
144,26199957,66,215
145,26203931,221,477
146,26212317,153,311
147,26220428,165,416
148,26224676,240,29
149,26237381,27,461
150,26354513,77,116
151,26354528,77,116
152,26354935,12,4
153,26379438,232,184
154,26379696,351,150
155,26383616,109,329
156,26383660,109,329
157,26395717,141,251
158,26395724,141,252
159,26395759,141,252
160,26395760,141,251
161,26396122,317,220
162,26412386,171,274
163,26416423,133,123
164,26420800,380,305
165,26424248,241,34
166,26424773,136,237
167,26432885,53,135
168,26538110,378,62
169,26538309,207,12
170,26567057,159,413
171,26583231,85,306
172,26583572,263,412
173,26599753,253,230
174,26599761,159,210
175,26599762,159,209
176,26604082,124,241
177,26608338,349,371
178,26612471,84,229
179,26616079,339,116
180,26616093,339,116
181,26749955,386,458
182,26762485,268,145
183,26762486,267,145
184,26786991,105,297
185,26790770,363,89
186,26799310,308,149
187,26799388,230,117
188,26799839,109,329
189,26799892,109,329
190,26815780,244,104
191,26815945,11,167
192,26820040,218,435
193,26824521,44,125
194,26950189,52,461
195,26954093,324,124
196,26962282,214,131
197,26970933,90,67
198,26982404,131,118
199,26982613,167,181
200,26982908,96,254
201,26986052,306,98
202,26986500,411,451
203,26986501,411,452
204,26986667,109,329
205,26986744,109,329
206,27011884,47,388
207,27011885,47,387
208,27141588,290,465
209,27158101,174,303
210,27158130,174,303
211,27182222,313,86
212,27198979,109,108
213,27198988,73,144
214,27198991,109,108
215,27203270,109,329
216,27203314,109,329
217,27207537,121,160
218,27211832,286,307
219,27219800,414,438
220,27366112,187,285
221,27374380,351,307
222,27386553,287,324
223,27386556,109,329
224,27386602,109,329
225,27398606,36,104
226,27398848,157,49
227,27411400,64,388
228,27411554,7,415
229,27411584,7,416
230,27411590,7,415
231,27418560,306,98
232,27528921,79,89
233,27529177,157,98
234,27549358,358,305
235,27549393,358,305
236,27553779,307,169
237,27553807,307,169
238,27561880,66,196
239,27565670,221,229
240,27598379,301,17
241,27598451,161,1
242,27736822,294,137
243,27745200,189,87
244,27761248,413,407
245,27761304,248,392
246,27761552,129,279
247,27769744,182,306
248,27769780,182,306
249,27769785,182,305
250,27778065,16,413
251,27782206,289,191
252,27782216,253,164
253,27782241,289,191
254,27794435,154,374
255,27806501,181,17
256,27953313,270,236
257,27957127,344,231
258,27961753,368,142
259,27961753,369,142
260,27961765,375,162
261,27965036,408,109
262,27965524,169,205
263,27966085,25,437
264,27966094,25,438
265,27973156,397,10
266,27973190,397,10
267,27981953,170,154
268,27982474,65,404
269,27982478,65,403
270,28128320,274,126
271,28128564,104,22
272,28137104,38,51
273,28140100,5,83
274,28140131,5,83
275,28140657,30,464
276,28148870,165,400
277,28152837,329,296
278,28156781,60,164
279,28165735,386,439
280,28165779,382,396
281,28169506,271,271
282,28169714,109,329
283,28169735,109,329
284,28189740,130,20
285,28198361,302,212
286,28198388,302,212
287,28206423,361,67
288,28344441,27,256
289,28344468,27,255
290,28344475,27,256
291,28344687,81,206
292,28348304,311,189
293,28348852,162,379
294,28349308,306,98
295,28365178,74,204
296,28373445,233,256
297,28373674,120,375
298,28519445,109,329
299,28520023,343,79
300,28528325,162,67
301,28536813,69,10
302,28536847,69,10
303,28540206,109,329
304,28540637,203,462
305,28544132,180,417
306,28544580,74,199
307,28544755,49,53
308,28548698,186,317
309,28561159,24,153
310,28564880,176,151
311,28580971,290,27
312,28585492,124,433
313,28695191,160,4
314,28715398,319,441
315,28735845,156,237
316,28744529,315,101
317,28744625,354,199
318,28744654,354,199
319,28748289,148,281
320,28760583,218,385
321,28760615,218,385
322,28760882,223,269
323,28760999,324,171
324,28769211,332,346
325,28797939,42,127
326,28906576,124,275
327,28911501,90,70
328,28915431,180,477
329,28915436,180,478
330,28935926,165,203
331,28940267,222,380
332,28940298,222,379
333,28940299,222,380
334,28943766,169,421
335,28944045,137,303
336,28944084,137,303
337,28944095,126,279
338,28955897,64,69
339,28956113,112,167
340,28960652,56,305
341,28972457,152,51
342,28989106,320,19
343,28989133,320,19
344,29005759,342,68
345,29098546,335,445
346,29102596,40,107
347,29143683,165,348
348,29143722,165,348
349,29151814,80,429
350,29164406,114,119
351,29302487,385,101
352,29310915,226,167
353,29310989,141,57
354,29311172,179,31
355,29315174,202,454
356,29319010,324,180
357,29327242,205,180
358,29327262,205,180
359,29327277,205,179
360,29327278,205,180
361,29327316,205,180
362,29327373,126,197
363,29335329,290,295
364,29347144,63,6
365,29351716,205,458
366,29351756,205,458
367,29355736,105,120
368,29368698,109,329
369,29372828,379,163
370,29494075,1,220
371,29506050,371,296
372,29506116,371,296
373,29510983,175,83
374,29519086,239,93
375,29526963,112,377
376,29530973,105,175
377,29531008,105,175
378,29531167,270,327
379,29531205,199,294
380,29535787,405,49
381,29555755,53,182
382,29555770,53,182
383,29559885,208,363
384,29559915,208,363
385,29689549,141,391
386,29694193,243,69
387,29706815,411,408
388,29706822,411,407
389,29710064,365,353
390,29710109,365,353
391,29710643,112,7
392,29710844,117,6
393,29710883,117,6
394,29714324,109,329
395,29714338,109,329
396,29738861,9,189
397,29751168,137,438
398,29885590,32,5
399,29893777,138,178
400,29893843,304,45
401,29897913,196,345
402,29897924,109,329
403,29897941,109,329
404,29902149,179,83
405,29910231,95,197
406,29918716,215,152
407,29922647,232,350
408,29926465,35,407
409,29926503,76,440
410,29926508,76,439
411,29938378,320,15
412,29938514,362,66
413,29938899,66,159
414,29938932,66,159
415,30034161,109,329
416,30034260,109,329
417,30085555,155,39
418,30085698,82,56
419,30097537,162,313
420,30097857,130,360
421,30110168,154,249
422,30118142,146,369
423,30118687,63,1
424,30130621,113,216
425,30142735,303,398
426,30142830,168,402
427,30142865,168,402
428,30264516,328,404
429,30264520,328,403
430,30280955,347,347
431,30280991,109,329
432,30281029,109,329
433,30301637,311,269
434,30317872,23,455
435,30317965,66,292
436,30338606,251,142
437,30380350,306,98
438,30451975,366,48
439,30478433,306,98
440,30485300,20,0
441,30489099,84,370
442,30497440,266,327
443,30497455,109,329
444,30497456,109,329
445,30497457,109,329
446,30513809,188,214
447,30513811,188,213
448,30517761,29,460
449,30518105,59,194
450,30530173,266,245
451,30534285,214,398
452,30563126,391,11
453,30664235,358,458
454,30676576,19,148
455,30676594,19,148
456,30676657,19,148
457,30688884,338,346
458,30693094,116,159
459,30697071,316,357
460,30701919,370,0
461,30709159,109,329
462,30709221,109,329
463,30713011,301,38
464,30713024,301,38
465,30713249,305,148
466,30713550,310,270
467,30713612,133,304
468,30717688,121,306
469,30726044,277,282
470,30726085,277,282
471,30729589,262,75
472,30729767,107,83
473,30754644,290,43
474,30879935,126,186
475,30892252,401,382
476,30909326,98,271
477,30912637,30,26
478,30912664,30,26
479,30913109,59,58
480,30921394,303,33
481,30925767,109,329
482,30925774,54,334
483,30925777,54,333
484,30925833,109,329
485,30925835,20,283
486,30925878,102,280
487,31075927,109,329
488,31075980,109,329
489,31076260,33,76
490,31079952,266,239
491,31080199,196,394
492,31088672,109,329
493,31088681,87,323
494,31092760,172,217
495,31092767,172,218
496,31100857,145,359
497,31108993,75,365
498,31113144,253,219
499,31113368,259,230
500,31117168,124,409
501,31117322,109,329
502,31259905,176,5
503,31288746,132,302
504,31291952,390,413
505,31292483,180,335
506,31300397,251,444
507,31309456,13,210
508,31309513,13,210
509,31313001,369,108
510,31317227,108,392
511,31333968,109,329
512,31334022,109,329
513,31479318,402,170
514,31496388,45,299
515,31496393,45,300
516,31496432,45,300
517,31496447,35,321
518,31500167,109,458
519,31500224,109,458
520,31503956,404,6
521,31520935,89,140
522,31642514,404,199
523,31651119,413,138
524,31651216,172,4
525,31675584,412,218
526,31683989,161,304
527,31692252,93,286
528,31695887,91,98
529,31696047,20,164
530,31700670,123,186
531,31708504,109,329
532,31708539,109,329
533,31713021,335,415
534,31720519,4,8
535,31720697,331,82
536,31720727,331,82
537,31720732,331,81
538,31870996,378,191
539,31871023,378,191
540,31879123,406,199
541,31879253,338,214
542,31879796,204,441
543,31887737,136,153
544,31895790,229,21
545,31895826,229,21
546,31904244,22,207
547,31912110,146,52
548,32037984,0,379
549,32038013,0,380
550,32038019,0,379
551,32038084,0,380
552,32050366,348,221
553,32050863,231,101
554,32059130,122,81
555,32062761,83,359
556,32062788,83,360
557,32062791,83,359
558,32062843,83,360
559,32066478,411,369
560,32066506,411,369
561,32066880,170,365
562,32066909,170,366
563,32066916,170,365
564,32066936,312,257
565,32085832,306,98
566,32091675,163,320
567,32091739,206,365
568,32112038,256,110
569,32238146,302,405
570,32246036,367,356
571,32262870,105,445
572,32270636,393,166
573,32270666,393,166
574,32274783,124,437
575,32279466,57,378
576,32283125,61,369
577,32283157,61,369
578,32283249,109,329
579,32283309,109,329
580,32291569,190,431
581,32291919,326,218
582,32295766,63,265
583,32299666,200,363
584,32299681,200,363
585,32299907,109,329
586,32299962,109,329
587,32303862,56,172
588,32303890,56,172
589,32311806,172,23
590,32316386,377,397
591,32433873,404,42
592,32433901,404,42
593,32437847,78,382
594,32458318,197,306
595,32462700,259,362
596,32466527,109,329
597,32466540,214,332
598,32466594,109,329
599,32470557,136,245
600,32470857,184,356
601,32470981,109,329
602,32470985,316,334
603,32478810,291,166
604,32478815,291,165
605,32483079,362,344
606,32487000,257,188
607,32491333,202,272
608,32491414,6,308
609,32491572,124,282
610,32491574,124,281
611,32499638,30,392
612,32499644,30,391
613,32536699,376,27
614,32645794,298,321
615,32645808,109,329
616,32645831,109,329
617,32658265,301,212
618,32658267,301,211
619,32658322,301,212
620,32658580,232,202
621,32658619,262,61
622,32666261,63,440
623,32675116,293,247
624,32699334,320,424
625,32699469,245,326
626,32699472,109,329
627,32699512,245,326
628,32707694,353,451
629,32816774,334,105
630,32825002,263,49
631,32825030,263,49
632,32841438,212,259
633,32845873,54,443
634,32886517,22,17
635,33016513,79,204
636,33016548,79,204
637,33049927,186,257
638,33053471,401,271
639,33053498,401,271
640,33061963,162,238
641,33062121,261,381
642,33062496,18,436
643,33066120,103,252
644,33074652,394,277
645,33094617,98,23
646,33183197,306,98
647,33245300,17,303
648,33245327,17,303
649,33249208,287,456
650,33257370,310,476
651,33262155,109,329
652,33437199,66,455
653,33437234,66,455
654,33453716,171,337
655,33453756,109,329
656,33453779,109,329
657,33466155,251,180
658,33482125,188,407
659,33510854,111,1
660,33607815,360,272
661,33624100,336,354
662,33624149,313,306
663,33632838,359,302
664,33648717,375,410
665,33648814,109,329
666,33648874,109,329
667,33657673,51,180
668,33657713,51,180
669,33661074,201,73
670,33665517,130,328
671,33665518,109,329
672,33665584,109,329
673,33803577,347,463
674,33816294,279,17
675,33824302,81,189
676,33824557,124,122
677,33840994,262,107
678,33841021,262,107
679,33845075,20,383
680,33869340,251,63
681,34007595,241,117
682,34007641,189,117
683,34007755,252,44
684,34023836,312,279
685,34036277,82,273
686,34052878,259,280
687,34053094,348,380
688,34056636,178,476
689,34056907,67,441
690,34069303,333,98
691,34069337,333,98
692,34069377,333,98
693,34085654,296,15
694,34085690,296,15
695,34085695,296,16
696,34085732,296,15
697,34216057,353,9
698,34219538,317,210
699,34231784,3,444
700,34239877,7,475
701,34252305,353,23
702,34252341,353,23
703,34256945,109,329
704,34256994,109,329
705,34260507,354,13
706,34260508,354,14
707,34260941,42,164
708,34265219,109,329
709,34265269,109,329
710,34407063,350,254
711,34407131,277,188
712,34407177,277,188
713,34407236,200,127
714,34407482,268,68
715,34414978,409,392
716,34415468,322,221
717,34415470,322,222
718,34419554,109,329
719,34419563,154,333
720,34419593,226,360
721,34419612,109,329
722,34419670,285,368
723,34435586,166,54
724,34435586,167,54
725,34439745,274,434
726,34444047,108,188
727,34448154,274,326
728,34448185,109,329
729,34448236,109,329
730,34452559,353,258
731,34582322,71,78
732,34590676,23,46
733,34607499,344,25
734,34615264,133,189
735,34615495,358,138
736,34623648,141,306
737,34623696,141,306
738,34635574,179,169
739,34635669,164,263
740,34635670,164,264
741,34643997,237,132
742,34644048,237,132
743,34647949,60,471
744,34648209,250,441
745,34648235,250,441
746,34648398,267,342
747,34790584,305,40
748,34807053,28,133
749,34811101,144,344
750,34835206,29,77
751,34835561,259,137
752,34835567,259,138
753,34839816,58,208
754,34844178,292,343
755,34852606,413,306
756,34965544,97,43
757,35011128,31,459
758,35014576,165,412
759,35014716,213,360
760,35014788,213,360
761,35018384,356,67
762,35027592,109,329
763,35027600,23,343
764,35027645,109,329
765,35043467,167,154
766,35047862,367,434
767,35051917,48,72
768,35052017,142,182
769,35173701,365,60
770,35173712,365,60
771,35177507,109,329
772,35177561,109,329
773,35190293,45,62
774,35190306,45,62
775,35202397,109,329
776,35202427,58,338
777,35210731,173,298
778,35210747,173,298
779,35210761,173,298
780,35210826,173,298
781,35214996,103,110
782,35227003,326,276
783,35227286,109,329
784,35227327,109,329
785,35235599,342,235
786,35235795,410,433
787,35235824,410,433
788,35243665,396,273
789,35243777,297,271
790,35243812,297,271
791,35365319,12,70
792,35393608,372,301
793,35393635,372,301
794,35406051,27,300
795,35406913,395,65
796,35406919,395,66
797,35410124,389,137
798,35410127,389,138
799,35410659,35,359
800,35415173,357,40
801,35431186,239,261
802,35565030,313,17
803,35585490,284,326
804,35585496,284,325
805,35605840,109,329
806,35606456,114,112
807,35609774,88,48
808,35614154,246,362
809,35631003,109,329
810,35631066,109,329
811,35643121,344,111
812,35647214,151,435
813,35647222,151,436
814,35781248,226,224
815,35785581,31,379
816,35789453,262,229
817,35798240,338,60
818,35798270,338,60
819,35806227,272,203
820,35813980,228,348
821,35826196,262,45
822,35826493,242,146
823,35826494,242,145
824,35826664,91,183
825,35826690,91,183
826,35925137,306,98
827,35976832,72,376
828,35985144,210,304
829,35985148,210,303
830,35992901,40,175
831,35992943,103,149
832,35993615,150,389
833,35997548,231,243
834,36001991,312,455
835,36009785,248,247
836,36009864,312,257
837,36009964,109,329
838,36010027,109,329
839,36014108,304,244
840,36034397,342,7
841,36042576,180,1
842,36160282,338,386
843,36164466,71,179
844,36164494,71,180
845,36164500,71,179
846,36177054,172,471
847,36177062,172,472
848,36189282,101,104
849,36192941,401,163
850,36200731,385,12
851,36200759,385,12
852,36200926,360,107
853,36201160,231,90
854,36201188,231,90
855,36205269,238,383
856,36209763,88,319
857,36213440,154,458
858,36214250,349,167
859,36221681,152,468
860,36238582,393,405
861,36360307,88,420
862,36372069,417,326
863,36384079,3,104
864,36385335,319,441
865,36392847,194,69
866,36392853,194,70
867,36393094,230,243
868,36396997,361,448
869,36405625,30,265
870,36409120,0,94
871,36543557,371,468
872,36543610,371,468
873,36551846,237,454
874,36551864,237,454
875,36556065,61,32
876,36556071,128,15
877,36556072,127,15
878,36556093,61,32
879,36576335,128,324
880,36576365,109,329
881,36584790,39,432
882,36588953,165,224
883,36589052,182,185
884,36592626,217,73
885,36593086,341,235
886,36601029,283,210
887,36601393,109,329
888,36601402,34,330
889,36601449,22,397
890,36605527,356,254
891,36609337,153,205
892,36613019,222,433
893,36613440,227,465
894,36613538,269,359
895,36613568,269,359
896,36629838,281,474
897,36629952,373,466
898,36629993,373,466
899,36759769,76,397
900,36763872,187,255
901,36763951,185,94
902,36764315,192,39
903,36764318,192,40
904,36768149,162,428
905,36776502,178,385
906,36788619,57,238
907,36792909,376,275
908,36792944,376,275
909,36800872,229,185
910,36805083,109,329
911,36805129,109,329
912,36808766,389,97
913,36808839,231,79
914,36817436,290,207
915,36959289,384,303
916,36959403,389,328
917,36959427,389,328
918,36959428,109,329
919,36959866,111,439
920,36967849,350,294
921,36971892,160,263
922,36980381,213,219
923,36980411,292,176
924,36983986,194,189
925,36984044,311,162
926,36984149,187,277
927,36984152,256,301
928,36984177,187,277
929,36992090,292,39
930,36992098,226,65
931,36992134,226,65
932,36992136,226,66
933,37001271,31,461
934,37001302,31,461
935,37008668,176,27
936,37025242,42,27
937,37151206,242,372
938,37175905,85,204
939,37175947,85,204
940,37216822,378,1
941,37216848,378,2
942,37216857,378,1
943,37217115,354,108
944,37225377,404,97
945,37326304,300,404
946,37338913,361,42
947,37346731,120,249
948,37351207,119,426
949,37351208,119,425
950,37354855,20,299
951,37363189,162,224
952,37379780,165,354
953,37404384,338,465
954,37404475,259,380
955,37496088,306,98
956,37550607,41,245
957,37550639,41,245
958,37575788,281,460
959,37575795,281,459
960,37587573,75,405
961,37591992,387,114
962,37600048,163,96
963,37705286,94,47
964,37705287,94,48
965,37722077,22,0
966,37747101,295,5
967,37758944,271,295
968,37759180,19,464
969,37763598,256,93
970,37775412,95,316
971,37775802,23,454
972,37913251,366,179
973,37933863,141,396
974,37933887,141,396
975,37945975,323,319
976,37945993,344,297
977,37954764,222,153
978,37954799,222,153
979,37958869,193,296
980,37966671,78,215
981,37987291,99,400
982,37991311,111,66
983,38100877,394,444
984,38125102,339,161
985,38129848,138,146
986,38146399,384,108
987,38154257,245,389
988,38154261,245,390
989,38154309,245,390
990,38158394,161,202
991,38158418,160,202
992,38170556,159,415
993,38170834,109,329
994,38170904,109,329
995,38174690,136,146
996,38179036,339,434
997,38179055,339,434
998,38179066,172,416
999,38179131,339,434
1000,38187466,356,423
1001,38191311,9,88
1002,38199832,57,196
1003,38308366,47,202
1004,38313226,212,113
1005,38337374,261,275
1006,38341745,52,286
1007,38341877,211,305
1008,38341912,211,305
1009,38342269,226,355
1010,38342297,226,355
1011,38342346,226,355
1012,38346534,177,39
1013,38350265,109,329
1014,38350312,109,329
1015,38362233,181,331
1016,38374959,405,304
1017,38375025,405,304
1018,38378592,57,475
1019,38378792,51,443
1020,38378817,51,443
1021,38378826,97,391
1022,38382998,303,132
1023,38391407,389,258
1024,38391433,389,258
1025,38516889,326,360
1026,38516891,326,359
1027,38525197,109,329
1028,38529399,263,221
1029,38529404,263,222
1030,38533254,375,319
1031,38546368,385,108
1032,38549619,124,119
1033,38549639,157,169
1034,38558516,4,371
1035,38562493,325,237
1036,38562496,325,238
1037,38566084,207,154
1038,38570271,211,379
1039,38582723,40,22
1040,38704486,342,34
1041,38720735,395,167
1042,38721176,284,139
1043,38737447,274,212
1044,38737447,136,299
1045,38737462,136,299
1046,38745320,311,396
1047,38774404,351,140
1048,38782709,403,168
1049,38782766,403,168
1050,38782884,334,241
1051,38845140,306,98
1052,38896147,5,34
1053,38908280,352,429
1054,38928931,113,116
1055,38936837,92,453
1056,38941168,341,172
1057,38941189,341,172
1058,38945203,284,288
1059,38945279,254,280
1060,38945308,254,280
1061,38953797,370,253
1062,38982359,78,109
